"climbRate","Sgz","p","q","curRoll","absRoll","diffClb","diffRollRate","diffDiffClb","SaTime1","SaTime2","SaTime3","SaTime4","diffSaTime1","diffSaTime2","diffSaTime3","Sa","Goal"
160,-22,0.37,0.01,1.1,-9,-9,-0.029,3.4,-0.0013,-0.001,-0.001,-0.001,-4e-04,0,0,-0.001,0.018
20,-16,-0.83,0.09,-0.3,-10,-8,-0.012,0.7,-9e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,-9e-04,0.017
-14,-16,-0.85,-0.15,-0.9,-11,3,0.004,4,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
70,-16,-0.77,0.06,-1.6,-11,7,0.019,-2.4,-3e-04,-3e-04,-3e-04,-5e-04,1e-04,0,1e-04,-5e-04,0.018
314,-2,0.54,0.06,-1.9,-12,4,0.016,-0.8,-4e-04,-4e-04,-4e-04,-4e-04,0,0,-1e-04,-4e-04,0.021
-26,9,0.58,0.18,-0.1,-10,-17,-0.006,0,-7e-04,-7e-04,-7e-04,-6e-04,0,0,-2e-04,-6e-04,0.024
-442,4,0.31,0.3,0.7,-9,-37,-0.022,1.2,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
-619,-16,0.01,0.06,1,-9,8,-0.017,-3,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.016
-500,-30,-0.21,-0.07,0.8,-9,14,-0.014,-0.7,-8e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,-8e-04,0.018
-360,-43,-0.21,-0.02,0.4,-10,5,0.003,0.4,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.016
11,-55,0.34,-0.05,0.5,-9,9,0.016,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.02
-124,-54,-0.31,0.14,1,-9,-12,-0.038,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.019
-226,-59,-0.78,0.09,0.2,-10,-4,-0.031,-0.4,-9e-04,-0.0011,-0.0011,-0.0012,2e-04,0,1e-04,-0.0012,0.019
-260,-65,-0.7,0.04,-1,-11,2,0.016,0.2,-3e-04,-4e-04,-4e-04,-5e-04,1e-04,0,1e-04,-5e-04,0.017
175,-68,0.43,-0.07,-1.5,-11,12,0.029,-0.2,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,-2e-04,0.021
137,-60,0.72,0.12,-0.3,-10,-16,0.003,1.5,-7e-04,-5e-04,-5e-04,-5e-04,-3e-04,0,-1e-04,-5e-04,0.022
-58,-59,0.56,0.19,0.6,-9,-21,-0.018,0.2,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-248,-63,0.23,0.1,1.2,-9,-7,-0.028,0.1,-0.0011,-0.0011,-0.0011,-0.001,-2e-04,0,-2e-04,-0.001,0.021
-299,-66,0.02,0.22,1.3,-9,-12,-0.037,-1.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.018
-433,-75,-0.39,-0.07,1,-9,6,-0.022,1.9,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.017
-418,-77,-0.43,-0.02,0.9,-9,7,-0.022,0.4,-8e-04,-0.001,-0.001,-0.001,1e-04,0,0,-0.001,0.018
-371,-86,-0.51,-0.02,0.2,-10,2,0.003,0.6,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,1e-04,-6e-04,0.017
-314,-92,-0.39,-0.03,-0.3,-10,8,0.014,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.015
341,-91,0.3,-0.1,-0.6,-11,16,0.02,-0.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.019
377,-76,0.29,0.08,0.3,-10,-4,-0.01,-0.3,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.021
270,-70,0.2,0.23,0.5,-9,-20,-0.008,-1.9,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.022
-85,-67,-0.13,0.21,0.7,-9,-22,-0.022,0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
-143,-72,-0.34,0.03,0.2,-10,7,-0.009,-2.1,-5e-04,-7e-04,-7e-04,-8e-04,2e-04,0,1e-04,-8e-04,0.016
59,-32,-0.21,0.08,1.9,-8,-7,-0.013,0,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.017
338,-12,-0.03,-0.02,0.4,-10,5,0.008,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
327,7,0.18,0.05,0.6,-9,-3,0.006,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.021
35,15,0.03,0.24,1,-9,-23,-0.024,-0.5,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.019
-207,7,-0.66,0.06,-0.1,-10,-3,-0.018,-0.2,-8e-04,-9e-04,-9e-04,-0.001,1e-04,0,1e-04,-0.001,0.019
-216,6,-0.7,0.04,-0.4,-10,-3,-0.008,0.3,-7e-04,-7e-04,-7e-04,-8e-04,0,0,1e-04,-8e-04,0.018
-181,-4,-0.57,0.03,-2.1,-12,3,0.008,0.2,-4e-04,-5e-04,-5e-04,-7e-04,1e-04,0,2e-04,-7e-04,0.017
125,-7,0.4,-0.04,-2.4,-12,10,0.027,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.019
179,-4,0.54,0.11,-1.8,-12,-7,0.002,-1.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.02
-57,0,0.38,0.23,-0.8,-11,-23,-0.02,0.1,-9e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,-9e-04,0.021
-353,-7,0.38,0.18,-0.2,-10,-15,0.006,-0.5,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
-482,-27,0.44,0.1,1,-9,-4,-0.013,-0.8,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
-510,-38,0.27,0.03,1.5,-9,3,-0.013,-0.5,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.016
-470,-47,0.16,-0.17,1.7,-8,14,-0.012,2.9,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.017
-104,-62,-0.48,-0.07,1.2,-9,10,-0.018,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.016
-84,-63,-0.51,-0.07,1.1,-9,10,-0.017,0,-8e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,-9e-04,0.017
446,-48,-0.09,-0.07,-0.7,-11,11,0.012,-0.1,-4e-04,-4e-04,-4e-04,-5e-04,0,0,0,-5e-04,0.018
505,-32,0.25,0.04,-0.5,-10,1,0.016,-0.2,-4e-04,-4e-04,-4e-04,-4e-04,-2e-04,0,0,-4e-04,0.021
-68,-12,-0.45,0.18,-0.6,-11,-16,-0.019,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.019
-174,-13,-0.58,-0.05,-1,-11,-8,-0.011,3.6,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.016
-43,-17,-0.37,-0.07,-1.9,-12,15,0.024,-0.6,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.015
303,-14,0.15,-0.14,-2.1,-12,22,0.03,-0.6,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,-2e-04,0.021
441,-2,0.55,0.31,-1.5,-11,-22,0.019,-3.7,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.022
137,6,0.57,0.22,-0.5,-10,-20,-0.011,-0.5,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.022
24,7,0.5,0.21,-0.2,-10,-20,-0.015,0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-224,3,0.15,0.1,0.6,-9,-10,-0.018,0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-191,-11,-0.51,0.01,0.1,-10,3,-0.019,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.012
701,-2,0.16,-0.27,-1.2,-11,31,0.026,0.6,-2e-04,-2e-04,-2e-04,-2e-04,-1e-04,0,0,-2e-04,0.023
838,25,0.44,0.38,-0.6,-10,-32,0.005,-2.9,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.024
772,28,0.45,0.32,-0.5,-10,-34,0.005,-0.7,-7e-04,-5e-04,-5e-04,-5e-04,-3e-04,0,0,-5e-04,0.023
251,43,0.15,0.31,0.3,-10,-32,-0.027,-0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.02
-352,32,-0.4,0.1,-1.4,-11,-9,0.015,0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-350,23,-0.19,0.02,-1.8,-12,9,0.015,-0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-235,15,0.15,-0.01,-1.8,-12,7,0.019,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,-1e-04,-4e-04,0.018
-141,9,0.36,0.01,-1.3,-11,4,0.009,0,-6e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.016
161,9,0.32,-0.08,-0.3,-10,13,-0.007,0,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
-423,-7,-0.24,-0.02,-0.2,-10,12,-0.002,-0.5,-6e-04,-7e-04,-7e-04,-7e-04,1e-04,0,0,-7e-04,0.017
137,-20,0.2,-0.06,-0.3,-10,10,0.007,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
284,-5,0.27,0.01,0.8,-9,2,-0.001,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.019
-271,-8,-0.14,0.06,-1.3,-11,-2,0.013,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-67,-22,0.46,-0.01,-0.5,-10,5,0.01,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-31,-23,0.28,0.05,0.7,-9,-3,-0.018,-0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
-123,-27,-0.41,-0.02,0.5,-10,-3,-0.017,0.5,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
-106,-29,-0.49,-0.03,0.2,-10,6,-0.011,0.5,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
-83,-29,-0.53,0.01,0,-10,5,-0.01,-0.4,-6e-04,-7e-04,-7e-04,-8e-04,1e-04,0,2e-04,-8e-04,0.017
107,-30,0.13,-0.04,-0.8,-11,10,0.026,-0.2,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,-2e-04,0.018
181,-27,0.42,0.03,-0.5,-10,1,0.023,-0.5,-2e-04,-2e-04,-2e-04,-2e-04,-1e-04,0,0,-2e-04,0.02
-350,-31,-0.45,0.11,0.8,-9,-6,-0.031,-1.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.017
-387,-35,-0.62,-0.08,0.5,-10,-6,-0.027,1.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.019
-143,-54,0.03,-0.04,-1.4,-11,9,0.028,-0.3,-2e-04,-2e-04,-2e-04,-2e-04,-1e-04,0,0,-2e-04,0.018
-19,-62,0.46,0.03,1.2,-9,1,-0.01,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.019
-38,-62,0.32,0.14,1.6,-8,-9,-0.018,-1.9,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-148,-64,0.01,0.16,1.8,-8,-12,-0.038,-1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.016
23,-70,-0.53,-0.14,0.8,-9,13,0.01,0.5,-3e-04,-3e-04,-3e-04,-5e-04,1e-04,0,1e-04,-5e-04,0.017
91,-47,0.25,0.18,1,-9,-13,-0.016,-0.9,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.021
-121,-48,-0.04,0.17,1.1,-9,-17,-0.023,-0.2,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.015
284,-49,-0.33,-0.13,0.3,-10,17,-0.004,0,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
419,-44,-0.32,0.01,0,-10,15,0.005,-1.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,1e-04,-5e-04,0.017
580,-14,0.13,0,-0.4,-10,4,0.012,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.022
37,12,0.35,0.24,0.6,-9,-24,0.003,0.1,-6e-04,-5e-04,-5e-04,-5e-04,-2e-04,0,-1e-04,-5e-04,0.02
-415,3,-0.07,0.16,1.1,-9,-16,-0.019,0.2,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-552,-21,-0.45,0.05,0.4,-10,-3,-0.013,0.2,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.016
-470,-35,-0.59,-0.04,-0.6,-10,12,-0.008,-0.9,-7e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,-8e-04,0.017
-367,-42,-0.52,-0.06,-1.1,-11,10,0.016,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.015
264,-47,0.35,-0.14,-1.5,-11,20,0.024,-0.2,-3e-04,-2e-04,-2e-04,-2e-04,-1e-04,0,0,-2e-04,0.019
423,-40,0.58,0.25,-1,-11,-7,0.014,-5.4,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,-4e-04,0.021
-341,-39,-0.08,0.07,0.4,-10,-4,-0.002,0.6,-6e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.018
475,-46,-0.18,-0.16,0.7,-9,19,-0.016,0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
621,-35,-0.35,0.15,0.4,-10,-8,-0.014,-3.6,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-422,-9,0.16,0.23,-1.5,-11,-22,0.016,0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.016
-574,-16,0.24,0.07,-1.4,-11,-15,0.002,2.8,-8e-04,-8e-04,-8e-04,-6e-04,-1e-04,0,-3e-04,-6e-04,0.017
-599,-20,0.21,-0.18,-1.3,-11,-2,-0.01,4.3,-9e-04,-9e-04,-9e-04,-8e-04,0,0,-2e-04,-8e-04,0.015
384,-14,0.17,0.03,-0.4,-10,1,0.001,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.019
72,13,0.09,0.09,0.6,-9,-7,-0.003,-0.1,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,-6e-04,0.02
-88,13,-0.2,0.12,0.6,-9,-11,-0.02,0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-169,10,-0.4,0.07,0.1,-10,-2,-0.013,-0.4,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
22,-16,-0.33,-0.04,-0.6,-10,7,-0.017,0,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.018
75,-15,-0.41,0.11,-0.9,-11,2,0.002,-2.7,-5e-04,-6e-04,-6e-04,-7e-04,1e-04,0,1e-04,-7e-04,0.017
71,-14,-0.36,0,-1,-11,-2,0.014,0.5,-3e-04,-3e-04,-3e-04,-5e-04,0,0,1e-04,-5e-04,0.018
52,-2,0.54,0.12,1.1,-9,-10,-0.022,-0.3,-0.0011,-0.001,-0.001,-9e-04,-2e-04,0,-2e-04,-9e-04,0.019
-105,-3,-0.12,0.12,1.5,-9,-10,-0.045,-0.4,-0.0011,-0.0012,-0.0012,-0.0013,1e-04,0,1e-04,-0.0013,0.018
-156,-4,-0.33,0,1.3,-9,-8,-0.033,1.1,-0.001,-0.0011,-0.0011,-0.0011,2e-04,0,0,-0.0011,0.02
-166,-5,-0.44,-0.03,1.2,-9,0,-0.023,1.6,-9e-04,-0.001,-0.001,-0.001,1e-04,0,-1e-04,-0.001,0.019
-287,-14,-0.46,0.07,-0.1,-10,-5,0.008,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-307,-25,-0.04,0.04,-0.7,-11,0,0.021,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.016
-213,-32,0.27,-0.09,-0.5,-10,17,0.021,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.019
-49,-39,0.23,-0.07,0.6,-9,19,-0.011,-1.7,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.017
231,-33,-0.4,-0.04,0.3,-10,7,-0.02,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.019
274,-31,-0.49,0.09,0.1,-10,6,-0.012,-1,-6e-04,-8e-04,-8e-04,-8e-04,2e-04,0,1e-04,-8e-04,0.018
248,-20,-0.08,0.04,-0.8,-11,-1,0.022,0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.02
146,-15,0.24,0.14,-0.7,-11,-17,0.021,0.8,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.018
54,-14,0.4,-0.03,-0.4,-10,-8,0.02,2.1,-3e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.019
-75,-14,0.38,0.09,0.9,-9,-8,-0.006,-0.1,-7e-04,-7e-04,-7e-04,-6e-04,0,0,-2e-04,-6e-04,0.018
-74,-21,0.06,-0.08,1.6,-8,14,-0.008,-0.1,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,-6e-04,0.014
241,-19,-0.1,-0.15,1.5,-8,22,-0.009,-1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.015
441,-13,-0.2,-0.07,1.4,-9,17,-0.012,-1.8,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.019
300,23,-0.22,0.14,0.3,-10,-13,0.002,0.4,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.021
-13,28,-0.09,0.19,0,-10,-18,0.008,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-63,24,0.11,-0.03,0.1,-10,8,0.003,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.015
194,26,0.13,-0.12,0.3,-10,17,0.001,-0.8,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.021
-352,26,-0.23,0.11,0.5,-10,-11,-0.015,0.4,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-408,22,-0.31,0.05,0.3,-10,-10,-0.014,0.5,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
-415,8,-0.24,0.03,-0.4,-10,2,0.008,-0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-312,-3,-0.07,-0.03,-0.7,-11,10,0.011,-0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
-189,-11,0.22,-0.01,-0.5,-10,4,0.014,0.3,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,-4e-04,0.018
-185,-16,0.14,0.05,0,-10,-3,-0.011,0.2,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,-8e-04,0.018
-178,-23,-0.27,0.02,-0.2,-10,1,-0.02,0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.017
-49,-28,-0.57,-0.01,-1.2,-11,8,0.002,0.1,-5e-04,-6e-04,-6e-04,-7e-04,0,0,1e-04,-7e-04,0.016
75,-28,-0.43,-0.09,-1.8,-12,16,0.012,0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
356,-18,-0.01,-0.04,-2.3,-12,10,0.017,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.019
279,8,0.45,0.1,-1.3,-11,-5,0.004,-0.2,-8e-04,-7e-04,-7e-04,-6e-04,-2e-04,0,-2e-04,-6e-04,0.021
270,9,0.44,0.12,-1.2,-11,-6,-0.003,-0.5,-9e-04,-8e-04,-8e-04,-7e-04,-2e-04,0,-2e-04,-7e-04,0.02
-433,-15,0.02,0.08,-2,-12,-3,0.015,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-297,-30,0.33,-0.05,-1.6,-12,9,0.013,0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
-151,-34,0.47,-0.11,-1.1,-11,17,0.011,0.3,-5e-04,-5e-04,-5e-04,-5e-04,-2e-04,0,0,-5e-04,0.017
-26,-36,0.45,0.01,-0.6,-10,2,-0.008,-0.6,-8e-04,-7e-04,-7e-04,-7e-04,-2e-04,0,0,-7e-04,0.018
37,-34,-0.54,0.04,-0.5,-10,0,-0.021,0,-0.001,-0.001,-0.001,-0.001,1e-04,0,0,-0.001,0.019
38,-34,-0.58,0.04,-0.7,-11,0,-0.02,0,-9e-04,-0.001,-0.001,-0.001,1e-04,0,1e-04,-0.001,0.018
39,-34,-0.61,0.03,-0.8,-11,0,-0.015,0.1,-7e-04,-9e-04,-9e-04,-0.001,2e-04,0,1e-04,-0.001,0.019
-10,-33,-0.46,0.06,-1.7,-12,-3,0.019,0.4,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.02
-78,-33,-0.18,0.21,-2.1,-12,-16,0.026,-1.6,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.018
-152,-37,0.2,0.08,-2,-12,4,0.026,-1.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.017
-92,-40,0.55,0,-1.5,-11,9,0.022,-0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.018
-34,-42,0.7,0.08,0.1,-10,1,-0.012,-1.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.017
-13,-44,-0.32,-0.16,1,-9,5,-0.018,2.4,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
387,-19,-0.1,0.12,-0.8,-11,-10,0.006,-0.9,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.02
55,-5,0.32,0.13,-0.4,-10,-11,0.01,-0.1,-6e-04,-5e-04,-5e-04,-4e-04,-2e-04,0,-1e-04,-4e-04,0.019
-195,-8,0.04,0.13,0.2,-10,-11,-0.016,0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
-184,-23,-0.43,0.02,-0.7,-11,3,-0.009,0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
-194,-27,-0.45,0.12,-1.3,-11,-10,0.01,-1.1,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.018
-247,-43,0.42,0.05,-1.4,-11,-1,0.021,-0.2,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.019
-248,-44,0.49,0.07,-1.2,-11,-1,0.014,-0.3,-6e-04,-5e-04,-5e-04,-4e-04,-2e-04,0,-2e-04,-4e-04,0.015
-169,-51,0.51,-0.15,-0.4,-10,23,0.001,0.8,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.016
-126,-51,0.51,-0.1,-0.3,-10,21,0,-1.1,-8e-04,-6e-04,-6e-04,-6e-04,-3e-04,0,0,-6e-04,0.014
448,-45,-0.08,-0.18,0.5,-10,22,-0.023,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.016
796,-18,-0.45,0.17,-0.3,-10,3,-0.011,-3.6,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.021
743,-8,-0.52,0.15,-0.7,-11,-10,-0.01,-0.6,-9e-04,-9e-04,-9e-04,-9e-04,0,0,-1e-04,-9e-04,0.02
722,-6,-0.54,0.23,-0.8,-11,-12,-0.01,-1.1,-8e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,-9e-04,0.022
-93,14,-0.29,0.27,-2.4,-12,-24,0.016,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-103,-19,0.58,-0.14,-0.3,-10,21,-0.002,0.6,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.016
265,-15,0.02,-0.05,0.8,-9,10,-0.036,-0.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.017
327,-11,-0.27,0.05,0.8,-9,5,-0.035,-1.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.02
332,-6,-0.51,0.24,0.4,-10,-5,-0.026,-3.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.022
280,-4,-0.6,0.21,0.2,-10,-18,-0.024,-2,-8e-04,-9e-04,-9e-04,-0.0011,1e-04,0,1e-04,-0.0011,0.021
-118,-2,-0.56,0.21,-1.1,-11,-20,0.012,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
-224,-3,-0.48,0.05,-1.4,-11,-17,0.016,1.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-254,-7,-0.35,0.1,-1.7,-12,0,0.018,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
-123,-21,0.45,0.02,-1.5,-11,4,0.015,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-159,-24,0.4,-0.19,-0.6,-11,3,-0.013,5.6,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.017
-68,-26,0.25,0.06,-0.3,-10,7,-0.025,-2.6,-0.0012,-0.001,-0.001,-0.001,-3e-04,0,0,-0.001,0.016
-59,-26,0.21,0.03,-0.3,-10,3,-0.025,-1.6,-0.0012,-0.0012,-0.0012,-0.001,-2e-04,0,-3e-04,-0.001,0.017
-9,-27,-0.38,0.01,-0.4,-10,2,-0.036,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.019
-32,-27,-0.56,0.11,-1.2,-11,-11,0.007,-0.3,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.018
-72,-30,0.02,0.05,-1.9,-12,1,0.028,-0.2,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,-2e-04,0.017
74,-30,0.75,0.17,-0.8,-11,-2,0.017,-2.4,-7e-04,-4e-04,-4e-04,-3e-04,-3e-04,0,-3e-04,-3e-04,0.019
42,-30,0.74,0.24,-0.5,-10,-13,-0.009,-2.6,-8e-04,-7e-04,-7e-04,-7e-04,-2e-04,0,-1e-04,-7e-04,0.02
-157,-31,0.38,0.15,0.6,-9,-14,-0.027,0,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.016
-105,-41,-0.56,-0.06,0.3,-10,9,-0.031,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.017
