"climbRate","Sgz","p","q","curPitch","curRoll","absRoll","diffClb","diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6","SeTime7","SeTime8","SeTime9","SeTime10","SeTime11","SeTime12","SeTime13","SeTime14","diffSeTime1","diffSeTime2","diffSeTime3","diffSeTime4","diffSeTime5","diffSeTime6","diffSeTime7","diffSeTime8","diffSeTime9","diffSeTime10","diffSeTime11","diffSeTime12","diffSeTime13","diffSeTime14","alpha","Se","goal"
247,22,0.28,0.18,0.36,-0.8,-15,-10,0.013,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0013
2,29,0.03,0.12,0.56,0.4,-14,-6,-0.024,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.001
-107,25,-0.38,0.1,0.65,-0.4,-14,-2,-0.002,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8e-04
-16,18,0.16,0.07,0.55,-1.3,-15,3,0.014,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.001
30,19,0.33,0.08,0.52,-0.6,-14,-1,-0.001,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0013
28,20,0.25,0.03,0.51,0.1,-14,1,-0.019,1.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0012
47,21,-0.06,0.07,0.5,0.2,-14,1,-0.022,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,0.5,0.019,-0.0011
-6,22,-0.33,0.11,0.56,-0.4,-14,-2,-0.007,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8e-04
-184,14,0.12,0.14,0.73,-1.5,-15,-5,0.011,-0.1,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-9e-04
-230,7,0.29,-0.06,0.72,-1.2,-15,6,0.006,2.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8e-04
-132,4,0.35,0.02,0.64,-0.8,-15,6,0.005,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.5,0.018,-0.0011
1,2,0.43,0.04,0.53,0.1,-14,3,-0.007,-0.3,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0012
32,2,0.35,0.05,0.5,0.4,-14,4,-0.012,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.5,0.019,-0.0014
196,6,-0.04,0.16,0.38,0.8,-13,-4,-0.029,-3.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.019,-0.0015
157,9,-0.32,0.17,0.43,0.7,-13,-6,-0.028,-1.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7e-04
-37,11,-0.1,0.12,0.59,-1.7,-16,-2,0.021,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6e-04
-51,10,0.12,0.12,0.6,-1.7,-16,-2,0.021,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,-9e-04
-41,9,0.49,0.13,0.61,-0.8,-15,-9,0.002,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.001
-107,7,0.51,0.14,0.66,-0.2,-14,-7,0,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.02,-0.0012
-139,5,0.48,0.08,0.66,0.4,-14,1,-0.005,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.02,-0.0014
-174,3,0.35,0.21,0.75,0.8,-13,-12,-0.019,-1.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.021,-0.0015
-539,-12,-0.39,0.21,1.08,0.8,-13,-13,-0.034,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.6,0.022,-0.0012
49,33,0.26,0.4,1.01,-1.2,-8,-33,0.012,-0.5,0.032,0.034,0.034,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,-0.004,0,-0.006,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,-4e-04
-438,26,0.45,-0.46,1.28,-0.5,-7,4,0.011,7.8,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.027,-0.001
-251,20,0.55,-0.03,1.08,0.1,-7,13,0.008,-2.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0.029,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.8,0.027,-0.0015
-149,13,0.12,-0.19,0.98,1.1,-6,6,-0.038,1.7,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-8e-04
97,12,-0.48,-0.14,0.69,0.6,-6,10,-0.005,0.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-7e-04
297,25,-0.42,0.01,0.52,-1,-8,1,0.007,0.3,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-6e-04
259,47,0.02,0.14,0.59,-2,-9,-9,0.011,-0.9,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,-9e-04
-175,51,-0.07,0.11,1.02,-1.6,-9,-9,-0.006,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-7e-04
219,7,0.29,0.08,0.59,-0.6,-7,-12,-0.002,-0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-8e-04
58,13,0.2,0.1,0.74,0.2,-7,-9,-0.008,0,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-7e-04
-41,13,0.11,0.1,0.84,0.3,-7,-10,-0.008,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.027,0.027,0.028,0.028,0.028,0,0,0,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0.8,0.028,-6e-04
93,12,0.06,-0.19,0.57,0.5,-7,16,0.003,0.9,0.028,0.025,0.025,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-7e-04
302,18,0.07,0.38,0.48,0.6,-6,-4,-0.005,-6,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-8e-04
-228,19,-0.13,0.19,1.06,0.6,-6,-19,-0.009,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-7e-04
-543,-13,-0.28,0.01,1.28,-0.4,-7,0,-0.002,0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.7,0.026,-6e-04
141,-49,0.06,-0.21,0.47,-1.4,-8,22,0.007,0.3,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7e-04
186,-49,0.07,-0.2,0.42,-1.4,-8,22,0.006,0.1,0.024,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-6e-04
310,4,0.3,0.06,0.41,0.3,-7,-6,0,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-7e-04
-64,16,0.08,0.14,0.81,1.3,-6,-15,-0.008,0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-6e-04
-65,-10,-0.18,-0.02,0.72,0.5,-6,3,-0.001,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-5e-04
253,-6,0.13,-0.06,0.38,0.5,-7,6,0.001,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7e-04
27,16,-0.1,0.1,0.66,0.8,-6,-10,-0.006,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-6e-04
-136,15,-0.17,-0.17,0.78,0.6,-6,-6,-0.001,2.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.021,-5e-04
49,13,-0.16,-0.1,0.55,0.2,-7,10,0.003,0.5,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-6e-04
69,13,-0.15,-0.09,0.53,0.2,-7,10,0.003,0.1,0.024,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5e-04
-504,-24,0.19,-0.24,1.07,0.5,-6,6,0.002,3.4,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-6e-04
32,-10,-0.14,0.15,0.64,1,-6,-15,-0.003,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-5e-04
-193,-15,0.07,0.07,0.8,0.5,-7,-7,-0.002,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-6e-04
-185,-35,-0.11,-0.03,0.74,0.5,-6,4,-0.005,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5e-04
117,-18,0.07,-0.07,0.43,0.5,-7,7,-0.001,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7e-04
-98,-5,-0.33,0.08,0.68,-0.3,-7,-8,-0.005,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5e-04
171,55,0.36,0.08,0.42,0.5,-7,-9,-0.002,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.021,-6e-04
-375,50,0.09,0.16,0.96,1.4,-6,-18,-0.011,-0.2,0.02,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-5e-04
-671,4,-0.14,0.03,1.17,1.1,-6,-3,-0.003,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.02,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.6,0.02,-6e-04
-406,-26,-0.24,-0.07,0.88,0.6,-6,9,-0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5e-04
-336,-31,-0.27,-0.07,0.82,0.4,-7,9,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,-0.001,0,0,0,0.001,0,-0.001,0,0,0,0,0,0.5,0.018,-4e-04
-16,-45,0.09,-0.04,0.53,-0.4,-7,6,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5e-04
77,-44,0.21,0.25,0.49,-0.1,-7,0,0.002,-3.2,0.018,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.022,-4e-04
-107,-46,0.25,-0.16,0.57,0.4,-7,17,0.003,2.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5e-04
158,-40,0.14,-0.02,0.39,1.6,-5,2,-0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6e-04
197,-27,-0.2,0.01,0.36,1.6,-5,0,-0.009,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5e-04
-257,-20,0.24,-0.08,0.75,0.3,-7,1,-0.002,0.7,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.017,-6e-04
169,-13,-0.25,0.02,0.38,0.5,-6,-2,-0.006,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5e-04
-410,4,0.22,-0.09,0.85,-0.2,-7,11,0.001,1.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6e-04
-209,-13,0.12,-0.04,0.7,0.6,-6,5,-0.007,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7e-04
-169,-22,-0.2,0.04,0.69,0.5,-6,-3,-0.012,-0.3,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.002,0,-0.003,0,-0.002,0,0,0,0,0,0.5,0.019,-4e-04
77,-26,-0.31,-0.21,0.37,-0.1,-7,22,0.006,-0.6,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.4,0.014,-5e-04
182,7,-0.02,0.19,0.43,-0.9,-8,-18,0.007,-0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-6e-04
-562,-9,0.01,-0.08,1.02,-0.8,-8,4,0.001,3.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5e-04
501,-26,0.18,-0.14,-0.02,-0.3,-7,23,0.002,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.4,0.015,-6e-04
-244,15,-0.19,0.02,0.75,-0.5,-7,-1,0,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5e-04
-249,8,-0.16,-0.07,0.74,-0.8,-8,1,0.004,0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-4e-04
110,2,0.22,0.1,0.41,-0.7,-8,7,0.008,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019,-5e-04
-332,-5,0.28,0.13,0.88,0.5,-7,-14,-0.004,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.02,0.021,0,0,0,0,0,0,0,0,0,0,-0.003,0,-0.002,0,0.6,0.021,-7e-04
-186,-19,0.06,-0.07,0.66,1.1,-6,9,-0.014,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5e-04
280,-11,-0.15,-0.05,0.25,0.2,-7,6,0.001,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6e-04
-75,4,-0.17,0.2,0.68,-0.4,-7,-22,-0.002,-0.1,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-5e-04
-199,3,-0.18,0.2,0.78,-0.5,-7,-21,-0.002,0.1,0.016,0.017,0.017,0.017,0.017,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,-0.004,0,-0.002,0,0,0,0,0,0,0,0.6,0.022,-6e-04
-239,-11,-0.13,-0.08,0.71,-0.9,-8,9,0.002,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-4e-04
132,-13,0.13,-0.06,0.38,-1,-8,8,0.008,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5e-04
263,-4,0.29,-0.01,0.29,-0.5,-7,-1,0.005,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6e-04
-127,10,0.04,0.08,0.67,1.1,-6,-9,-0.007,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5e-04
67,-7,-0.13,-0.05,0.44,0.5,-6,6,0,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-4e-04
-53,0,0.14,0.06,0.59,0.4,-7,-6,0.005,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6e-04
-10,24,-0.3,0.17,0.59,-0.5,-7,-15,-0.003,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5e-04
-397,14,-0.22,0.14,0.93,-1.3,-8,-13,0.008,-0.2,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-4e-04
-257,-29,0.34,-0.16,0.69,-1.1,-8,18,0.01,-0.6,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-5e-04
469,-16,0.45,0.12,0.15,1.1,-6,-14,-0.005,-2.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-8e-04
142,3,-0.03,0.11,0.44,2.1,-5,-12,-0.022,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6e-04
3,4,-0.27,0.11,0.56,1.9,-5,-12,-0.02,0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,-0.003,0,-0.003,0,0,0,0.6,0.02,-5e-04
119,5,-0.41,-0.11,0.36,1.3,-6,16,-0.001,-1.6,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-6e-04
377,11,-0.41,-0.04,0.13,0.7,-6,13,-0.002,-1.9,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5e-04
174,37,-0.26,0.26,0.46,-0.7,-8,-25,0.007,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-4e-04
-259,23,0.16,0.02,0.75,-0.9,-8,1,0.009,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5e-04
-241,7,0.34,0.02,0.74,0.3,-7,-1,0,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7e-04
-274,-5,0.2,0.03,0.78,1.1,-6,-5,-0.013,0.2,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6e-04
-46,-19,-0.12,-0.15,0.5,1.2,-6,15,-0.007,0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5e-04
219,14,0.05,0.06,0.35,0.5,-7,-9,0.003,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-9e-04
28,19,-0.09,0.15,0.55,0.6,-6,-15,-0.024,-0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5e-04
