"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
-0.31363547,-0.30710942,0.048710776,-0.017026027,-0.27151088,0.19409704,-0.040842367,-0.31382317,0.39269908,0.39269908,0,0,-0.39269908,0,0.39269908,-0.39269908,0,0.29499163,0.2822455,0.29806774,0.31216205,0.31523001,0.3161044,0,0,0,0,0.29667651,0.30419104,0,0,0,2.0978655
0.086127837,-0.095345846,-0.26538123,0.17084401,-0.040350839,-0.22085476,0.19996041,-0.14125917,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.39269908,0.39269908,0,0.30518066,0.30667128,0.31237877,0.29297252,0.31015595,0,0.29967725,0.29410761,0.30289537,0,0,0.31586181,0,0,0.27394759,0.31651969,1.9166292
0.25252904,-0.036051486,-0.21826525,-0.26050895,-0.2504101,-0.16501636,-0.032050409,-0.20224446,0,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,-0.39269908,0,0.28871829,0,0,0.28644357,0.30590892,0.30690735,0.29047535,0.331243,0,0.28523995,0.28162294,0.32308039,0,0,0.30309975,0.29987158,1.8202502
-0.11437432,-0.26288372,0.049263407,-0.15373875,-0.24129274,-0.23935435,0.29504194,0.080104373,-0.39269908,0,0,0.39269908,0,0,0,-0.39269908,0.30214764,0.29598734,0.29812941,0,0,0.30197632,0.27810272,0.28954548,0.31738421,0.27624776,0,0.28774709,0.30979211,0,0.30766541,0,2.41179
0.24688549,-0.011078302,-0.21074016,-0.078336583,-0.27562319,0.1935933,0.28930245,-0.25090011,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,0.39269908,-0.39269908,0,0.32030888,0,0.31954413,0.2970966,0.30422615,0.31901731,0,0,0.31646445,0.28899604,0,0,0,0.30222181,0.31167998,0.29695261,2.1251901
-0.27157115,-0.19047153,0.02794208,0.2685935,-0.21776395,-0.0032091005,0.10004072,0.0039484877,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,0.39269908,0,-0.39269908,0,0.27178297,0.28970417,0.28521582,0.30070928,0,0.30995403,0.30249523,0,0,0,0,0,0.29165959,0.310463,0,1.8849437
0.036606813,0.12686194,0.28392865,-0.090402818,-0.12596296,-0.25428649,0.029609282,0.014933609,0.39269908,0,0.39269908,0,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,0.30614805,0.29850648,0,0.28500132,0,0,0.31516785,0,0.30298036,0,0.31452498,0.29053345,0,0.30874699,0,1.1709091
0.17374482,-0.29528714,0.19709333,0.052375332,-0.0020550214,0.018773756,0.11461989,-0.0081278337,-0.39269908,-0.39269908,0.39269908,0,0,0.39269908,0.39269908,0.39269908,0.29047901,0,0.25857639,0.31323401,0.28526089,0,0.28613277,0,0.29980608,0.30405164,0.27689903,0,0.29382155,0,0,0,1.6830812
-0.21071536,-0.28973871,-0.16988212,-0.12934253,0.12225446,0.12903752,-0.22202785,-0.038367726,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,0.39269908,0,0.30009475,0.29369571,0.3124222,0,0.26698166,0,0.2938764,0,0.30055582,0.2733982,0.27120942,0.28049955,0,0,0.29691495,1.4666202
0.28133284,0.26415936,0.027582921,-0.11292453,0.22766952,-0.018303359,0.25153353,0.19689591,-0.39269908,0.39269908,-0.39269908,0,0.39269908,0.39269908,0.39269908,-0.39269908,0.30793457,0,0.294027,0,0.27454081,0.29216134,0.3399343,0.28382936,0,0,0.28485938,0,0,0.33155223,0,0,1.8770995
-0.095649558,0.28499739,0.27896809,0.1037699,-0.15154567,0.17527557,0.29920463,0.29907004,0,0.39269908,0,0.39269908,0,0.39269908,0,0.39269908,0.29850563,0.30627999,0.28398216,0,0.29764692,0.32162045,0.3133076,0,0.30036924,0,0,0.30652741,0,0.30569526,0,0.27439821,1.9215954
-0.08108628,0.0057853604,-0.15481939,-0.18239202,0.10346212,-0.29785784,-0.28297067,-0.14503197,-0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0.30233335,0.31602154,0,0.30606068,0.28006348,0.30947937,0.29625807,0.32192647,0,0.29064086,0,0.2977062,0,0,0,0.2831764,2.0312393
-0.062744214,-0.22351473,0.10438962,0.21092617,0.06304899,-0.30897912,0.040658137,-0.26924573,0,0.39269908,-0.39269908,0.39269908,0.39269908,0,-0.39269908,0,0.30617406,0.30044018,0.2785434,0,0.29801924,0.28107813,0.30133372,0,0,0.30006534,0,0,0,0,0.32202885,0,1.7102171
-0.19157013,-0.21509372,0.26474792,-0.1335802,-0.10034847,-0.14975416,0.12584976,0.23675334,0,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0.28989668,0.29585689,0.30289101,0,0.28336836,0,0.3134018,0,0.3011559,0.27627475,0.29599235,0,0.3004816,0.30993271,0,0,2.0182325
-0.10122809,0.14614889,0.2272645,0.086113127,0.28575758,-0.13922953,-0.1724458,0.13678335,0,-0.39269908,-0.39269908,0,0,0,0,0.39269908,0.31064629,0.28387409,0.29021249,0,0,0.30047626,0.27868134,0.30479602,0.29594143,0.32135233,0,0.26662907,0,0.28844884,0,0.30374866,1.7182925
0.22105643,0.047958664,-0.091415411,-0.18000303,0.042806325,0.021190748,-0.10370502,-0.014734741,0,0.39269908,0,-0.39269908,0,0.39269908,-0.39269908,-0.39269908,0.30295356,0,0.30629251,0.29392237,0.30221684,0,0.34712486,0.31727789,0.29715752,0.28197241,0.30850978,0,0,0.278116,0.31518747,0.29953961,2.0801456
-0.039314432,0.23343155,0.063208409,-0.14290038,-0.29330924,0.13883655,-0.14912765,-0.025720242,0,0.39269908,-0.39269908,0.39269908,0.39269908,0,0.39269908,0.39269908,0.31721826,0.30957181,0.29234493,0,0.2903865,0.30504249,0.31627895,0.30374401,0,0.28941276,0.27882265,0,0,0.28273135,0.31086629,0,2.0460258
-0.19253308,-0.06304417,-0.23831946,0.095434052,-0.1370951,-0.11328697,-0.20890431,-0.010855696,-0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.34355567,0,0.28024064,0.30882385,0.27531023,0.29253123,0.30694219,0.2921682,0.2792812,0.26591149,0,0,0,0,0.29726131,0.29030679,1.9842594
-0.26060545,0.012636777,0.014651384,-0.055049143,0.30225642,0.06826036,-0.057768356,-0.16063744,0,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.28083612,0.30484551,0.28368461,0,0.30070308,0.29917377,0,0.30602092,0.2889167,0.29082053,0,0.31884359,0,0,0.29910491,1.4707822
0.11713768,0.21108088,0.1498633,-0.17648726,0.070374247,0.28449399,-0.013599734,0.1372113,0.39269908,0.39269908,0.39269908,0,0.39269908,-0.39269908,0.39269908,0.39269908,0,0.28694953,0.29361576,0.28000571,0.29473929,0.30963574,0.31805932,0.29133155,0,0.30003835,0,0,0.32280647,0.31348053,0,0.32669314,1.9877095
-0.24877802,0.24763043,-0.057279615,-0.11449301,0.25559616,-0.0091620507,-0.048545876,0.27523816,0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.28493259,0,0,0.31024011,0.27894954,0.31862944,0.2986968,0,0.31845813,0,0,0.28106885,0,0,0,0,1.2352837
-0.05798654,-0.057734759,-0.22427994,-0.19012463,0.20344342,-0.035866813,-0.25606003,-0.24723874,-0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0.30763938,0.31144947,0.29328614,0.28381432,0,0.2968439,0.29685916,0.31313577,0,0,0.27780884,0,0,0,0.31209787,1.5496134
-0.22549274,0.16082694,-0.0079043929,-0.27392128,-0.10510145,-0.23661393,-0.14240722,-0.17284243,-0.39269908,-0.39269908,0.39269908,0.39269908,0,-0.39269908,0,-0.39269908,0.297841,0.31914499,0.31554428,0.28529832,0.28890509,0,0.30936459,0,0,0,0.2918284,0.30754431,0.30142812,0,0,0.28892181,1.5603834
0.25339845,0.12469571,-0.30974256,-0.22409568,-0.2348235,-0.20994892,0.025325568,0.27517212,-0.39269908,-0.39269908,0,-0.39269908,0,0,-0.39269908,-0.39269908,0.29828371,0.28370792,0,0.31185166,0.29749356,0.30898726,0,0.27916492,0,0.30255567,0.29566573,0.30726116,0,0.28796359,0.29703808,0.2876445,2.3791213
-0.25189181,0.064543854,0.31077444,-0.025871846,-0.031691668,0.17225144,-0.26178085,-0.26437696,0,0,0,-0.39269908,0,0.39269908,0.39269908,0.39269908,0.30174063,0.29894904,0.29940827,0.30856,0.30187756,0.30594652,0,0,0.32048107,0,0.28997886,0,0.2878217,0.29182397,0,0.30637922,1.6468929
-0.076557295,0.097901952,-0.12813126,-0.25441047,-0.16924019,-0.021816858,0.26209553,-0.10158735,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,0,0,0,0.33503352,0,0.30505152,0,0.30295205,0,0,0.29262462,0.30694895,0,0.31060424,0,0.296497,0,0.29278364,0,1.461133
-0.24142679,0.021062522,0.25447081,-0.073383679,0.029783709,-0.19507036,0.018494448,-0.18148856,0.39269908,-0.39269908,-0.39269908,0,0.39269908,0,0,0,0.323718,0.32411321,0.3084679,0.28425738,0,0.31558987,0.31174048,0.31088598,0,0,0,0.30409553,0.28940535,0,0,0.30799053,2.1824657
-0.050224163,-0.28571327,0.2555953,-0.023575105,0.2422041,-0.15151538,0.055957663,-0.11239872,0.39269908,0.39269908,-0.39269908,0,0,-0.39269908,-0.39269908,0,0.3137802,0.30032844,0.3111626,0.30189971,0.31773569,0.30082046,0.31845509,0.29887724,0,0,0.31239886,0,0.31275213,0.29037311,0.30802876,0,2.6934301
-0.22783267,-0.21061059,0.21447066,-0.05507821,-0.18628269,0.058096398,0.019169604,-0.14386531,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.30628597,0.29326732,0.30342877,0.30243552,0.26360837,0,0.30423462,0.31572768,0,0,0,0,0.30212926,0.30335826,0.26768503,0,2.0136224
-0.16231984,0.049499895,0.050999342,0.11947119,-0.15378247,0.28042116,0.021075156,-0.16150228,0,-0.39269908,0,0,-0.39269908,-0.39269908,0.39269908,0,0.28613697,0,0.28299889,0.3164973,0.3275032,0.28425584,0,0.28203283,0,0.2836374,0,0,0.28400932,0,0.32337603,0,1.6323687
0.26595276,0.0099484458,0.070799594,-0.10651248,-0.075776778,0.021359125,0.2129412,0.00035091645,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0,0.39269908,0.39269908,0,0.27861642,0.29652564,0.28420009,0,0.29163483,0.30222361,0.30558379,0.3002986,0,0.28148222,0.3013693,0,0,0,0.30722156,1.7895087
0.25271779,-0.0053510596,-0.085708106,0.23824773,-0.044349893,-0.20286644,0.30833043,-0.26173271,0,-0.39269908,0,-0.39269908,0,0,-0.39269908,0.39269908,0,0.28719995,0.29506103,0.30982902,0,0.28234087,0.2974111,0.28188753,0,0,0,0,0,0,0.31474095,0.2994066,1.4514737
-0.27620553,-0.16903673,0.2561331,0.21871585,0.29387375,-0.07592527,0.038922669,0.093701289,0.39269908,-0.39269908,0,0,0.39269908,0.39269908,-0.39269908,0.39269908,0.314071,0.31011412,0,0.35382144,0.29814016,0,0.31056171,0.28201661,0,0,0.2933398,0,0.32421344,0,0.30751401,0.29063004,2.3061206
0.09977445,-0.072974336,-0.0018938146,0.21490304,0.30053793,0.088386324,0.163941,0.1795538,0,0.39269908,-0.39269908,0,-0.39269908,0.39269908,0.39269908,-0.39269908,0,0.31826257,0.29344914,0,0,0,0,0.29956389,0.29267547,0,0.29842393,0.29573841,0,0.30096649,0,0.32713945,1.2855053
0.29538978,0.27137599,0.0519707,0.10880333,0.25060554,0.30814943,-0.16212555,0.17326803,-0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0,0.39269908,0.31856711,0,0.2983743,0.30631401,0.29023308,0.28465581,0.28965257,0.31740917,0.32973338,0.27838795,0,0.30265414,0,0.28181531,0.30631134,0,2.1157689
0.052665752,-0.14751008,0.14301598,-0.2771727,-0.088019787,-0.28673809,-0.0039549608,0.1307373,0,-0.39269908,0.39269908,0,0.39269908,0,0.39269908,0.39269908,0,0.27586711,0.30234909,0.30275966,0,0.28707226,0,0,0,0.29188221,0.29566628,0,0.29204668,0.28770459,0.30703807,0,1.3883205
-0.083172276,0.13228904,-0.23730972,0.10149946,0.016529393,0.092723084,0.16691323,-0.13153164,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,0.39269908,0,-0.39269908,0.30678883,0.28149918,0.30240873,0,0,0,0.29766203,0.30359859,0,0,0.29118018,0,0.30736332,0,0,0.29045673,1.5443697
0.11856509,-0.30283022,-0.28746304,-0.25018556,-0.16115623,0.12850256,0.21167935,0.15525431,0,0,0,-0.39269908,0,0.39269908,-0.39269908,-0.39269908,0.30506257,0.29950192,0,0,0,0,0.32204308,0.28258689,0,0,0,0.30799069,0.32326241,0,0.29952637,0.32102547,1.1960798
-0.19564547,-0.22249747,0.23693191,-0.16831934,-0.25314475,-0.25901191,-0.22242856,0.13843367,0,-0.39269908,0,0,-0.39269908,-0.39269908,0.39269908,0.39269908,0.30968678,0.29360462,0,0.2985098,0.28715287,0.30072804,0.32446774,0.29929574,0,0.3245337,0.30056041,0,0,0.31381446,0,0.29964131,2.2655281
-0.15191484,0.25379592,-0.10651238,-0.07399666,-0.21948837,-0.082917264,0.020047293,0.15611465,0,-0.39269908,0,0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.29970331,0.30804802,0,0.28818331,0.31149156,0,0,0,0,0,0.28885317,0.27148212,0.30793557,0,0,1.0787537
0.028529452,0.087460596,0.31320152,-0.074775757,-0.11909098,0.26075828,0.042636991,-0.31153554,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0.29460122,0.30492831,0.3124543,0.28641237,0.30726426,0.28959873,0,0,0,0.30649791,0.31828818,0.28667373,0.30776422,0,0,0.30569362,2.0568471
-0.24321625,0.10493017,-0.12876424,-0.21164403,-0.19006578,-0.064220114,0.10378478,0.098546148,0,0,-0.39269908,0.39269908,0.39269908,0.39269908,0,-0.39269908,0.30239784,0.30987438,0.29844313,0.29127056,0,0.31101311,0.29846837,0.27965542,0,0,0.29785401,0,0,0,0.29255861,0.31919773,1.6890398
-0.079122814,-0.29511822,-0.10538334,0.052170122,-0.30943101,-0.014579488,0.0067728486,0.10561193,0,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0.39269908,0,0.28848314,0.30996871,0,0,0.30490583,0.3154521,0.33358426,0.32350819,0,0.32506597,0,0,0,0,0.31362824,0.29309986,1.7445402
0.26975724,-0.13663695,0.047090718,-0.22765894,0.19597585,0.12032008,0.29061407,-0.19754037,0,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0,0.30229678,0,0.30470776,0,0.3221457,0.31049855,0.28634349,0.28888841,0.29983778,0,0,0,0.28719268,0,0,0,1.7608065
0.12909405,0.09988745,-0.058745717,-0.25085112,-0.037491938,0.076479892,-0.1421672,0.091200139,-0.39269908,0.39269908,-0.39269908,0.39269908,-0.39269908,0,0,-0.39269908,0.30768803,0,0.28432014,0.29649046,0,0.30159228,0.29539747,0.29689066,0,0,0.28410976,0,0.28421212,0,0.29597219,0,1.5239075
0.081939293,-0.12052862,-0.025568221,0.044782838,-0.060443607,0.11536025,-0.13120369,0.25768817,0,-0.39269908,-0.39269908,0,-0.39269908,0.39269908,0,0.39269908,0.30561145,0,0.30136528,0,0.29918124,0.31359567,0.29727503,0.28654342,0.32095682,0,0.28104839,0,0,0,0,0,1.5061027
-0.17740816,0.30078257,-0.19817913,-0.080120125,-0.092329563,0.16381159,-0.11033247,-0.18988031,0,-0.39269908,0,-0.39269908,0,-0.39269908,0.39269908,0,0.31145169,0,0,0,0.28355258,0.32294721,0.30376965,0.28191558,0.30434246,0,0,0,0.30205061,0,0,0.30806598,1.1803619
0.0026387334,-0.26142399,0.078480056,0.17370074,0.22048156,-0.18913371,-0.10687026,0.19427836,-0.39269908,-0.39269908,0.39269908,0,0.39269908,-0.39269908,0,0.39269908,0.30309174,0,0.30200842,0,0,0.30689977,0.30217789,0,0,0.28662312,0,0,0,0.33556618,0.306199,0.28833076,1.4767682
-0.22997253,0.26726643,0.097740194,0.29480334,-0.16017215,-0.2966779,0.070366854,0.16023979,0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.39269908,0,0.39269908,0,0.28715083,0.30224118,0.31267957,0.27088016,0,0.29327347,0,0,0.29961653,0,0.31579797,0,0,0,0.3053867,1.7190627
0.045332673,-0.24413767,-0.30180195,0.030206593,0.0008416649,-0.30546421,0.053758913,0.0040020838,0,0,-0.39269908,0,-0.39269908,0,0,0.39269908,0,0.28577246,0.30853562,0.30121311,0,0,0.30280782,0,0.31905851,0.29088412,0,0.28536416,0,0,0.29989603,0.29475567,1.7563376
-0.14302319,0.1560165,0.19607532,-0.092721215,-0.13550054,0.29702487,0.10625567,0.1577221,0,-0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0.2738558,0.29800117,0.32170189,0.30405856,0.30731178,0.29891608,0,0.29356441,0,0.30848654,0.30357398,0.2950424,0,0,0.29957667,0,2.2987447
-0.27494748,0.24056463,-0.060014251,-0.20827219,-0.068197468,-0.14183763,-0.024559251,0.03793501,-0.39269908,0.39269908,0,0.39269908,0,0.39269908,0.39269908,0,0.30848639,0.30909488,0.27652375,0.31236586,0.31750784,0.31832027,0.32041082,0.27028301,0,0.30370102,0,0.29541601,0.30608338,0,0.29649704,0,2.1290029
0.29370485,0.22703823,0.053102328,0.27850924,-0.068311323,-0.1704498,-0.24560325,0.19886728,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0.39269908,-0.39269908,0,0,0,0.27366721,0.28824025,0,0.3001034,0.32249225,0.31563233,0.30683237,0,0.28931659,0.27887443,0.3092597,0.28766275,0.29381982,0,1.8028157
0.25124753,-0.21154192,0.2695472,0.10323647,0.30780605,-0.2785437,0.11740308,0.27345296,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0.39269908,-0.39269908,0.39269908,0,0.28689904,0.29406036,0.31618743,0,0.30190103,0,0.29767218,0.3171362,0.28030113,0.30327425,0.30308316,0.26612493,0,0,0,2.0509386
-0.0984521,0.30656364,0.20320311,-0.30488093,-0.19611998,-0.029437319,-0.2663327,-0.11245429,0,0.39269908,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.28371164,0,0,0,0.3158553,0.31424674,0,0.29821749,0.31430752,0.30506571,0,0.30282968,0.30371905,0.30474271,0.30304069,0.31275868,1.966596
0.30975567,-0.18377344,0.1336909,0.07586198,0.15400542,-0.30328737,0.19735942,0.12622475,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0,0,0.29476291,0.30430616,0,0.30136604,0.29471133,0,0.29582721,0.27025856,0,0,0,0.30946451,0,0.30092218,1.674074
0.050056598,-0.017277184,-0.094476771,-0.11017109,0.0092781245,0.11444217,0.14655971,0.22042995,0.39269908,0.39269908,0.39269908,0.39269908,0,0,-0.39269908,0,0.28985982,0.27975613,0.34157027,0.30267008,0,0,0.29540653,0.28703391,0,0.28791291,0.28444194,0.29912949,0,0.28575238,0.28575774,0.32898606,2.2127231
-0.021854934,0.2504715,-0.0595752,0.25934386,0.14656938,-0.24533726,0.2711677,-0.30705822,0.39269908,0.39269908,0,0,0.39269908,-0.39269908,0.39269908,0,0.29527689,0.28854222,0.28369559,0,0.28596588,0.300052,0.32482031,0,0,0,0,0,0,0.30681305,0,0,1.8095318
-0.14020123,-0.16759037,0.060587729,-0.20637087,-0.15696047,0.27489563,0.14461619,0.22827709,0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0,0,-0.39269908,0,0,0.29800766,0.28820164,0,0,0.28862804,0.28219221,0,0.29634449,0.30236681,0.32712396,0.31687539,0,0.29359457,0,1.268144
-0.090953217,0.048274844,0.19607191,-0.15004396,0.28170523,0.23969657,-0.19821985,-0.136134,-0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0.29273685,0.30529264,0.30261001,0.30917362,0,0,0.29655011,0,0,0,0,0.31918358,0.27687072,0,0.272321,0,1.3138136
-0.24470259,0.25662744,-0.26932837,-0.19528633,0.15872551,-0.1408111,0.26377778,-0.10242132,0.39269908,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0,0.39269908,0,0.29144537,0.29468731,0.29243832,0.29201529,0.32522896,0.30190783,0.31052154,0,0.28214552,0,0,0.30639299,0,0.29154827,0.32009309,2.1835421
-0.23875217,-0.26551261,-0.1522449,-0.26699012,0.14797912,0.20025161,-0.27350595,-0.036182637,0,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.28682707,0.31634699,0,0,0,0.28766797,0.30429205,0.3000072,0.29546045,0.27501948,0,0.29183095,0.33770915,0.31589164,0.29299797,0,1.68456
-0.28495671,-0.2235148,0.10322418,0.10131237,0.013750264,-0.12053462,-0.12637109,-0.20222121,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0,-0.39269908,0.29545009,0.30105516,0.30669557,0,0.31349055,0.29321546,0.29429614,0.28905819,0.28498209,0,0.30249656,0,0,0,0.29999488,0.3036674,2.185358
0.14633549,0.22182657,-0.20306031,0.19168768,0.30570513,0.22548842,-0.23350198,0.0098075899,0.39269908,-0.39269908,-0.39269908,0.39269908,0,0.39269908,0,0,0.32017091,0,0.29058535,0.30764527,0.30575112,0,0.29480249,0.32121389,0,0.29776213,0.30858288,0.29966345,0,0,0,0.30100911,1.7481528
0.25290981,0.080311737,0.17116694,-0.2678741,-0.25767691,0.22387009,0.21317694,0.19253966,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.28646488,0.29124379,0.2994403,0.31436691,0.31151701,0,0.2715669,0.28095373,0.30267311,0.30931044,0,0,0,0.29347412,0,0.28614843,2.2477175
0.067627689,-0.0096468094,-0.027744098,-0.082708092,-0.23431785,0.12042428,0.15682736,0.001227588,0,-0.39269908,0,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.31240577,0,0.30215891,0.28617726,0.32994891,0.30009983,0.2871227,0.29846769,0,0.30176876,0,0.28456449,0,0.27407379,0,0.29550943,1.9027887
-0.19007221,-0.17223688,-0.12181572,-0.29510002,0.20042814,0.18003724,-0.096191023,-0.018943671,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0,0.39269908,0,0.29093334,0.29431688,0.32364072,0.31231603,0,0.29796184,0.29363794,0.30519219,0,0,0,0.26767138,0,0.28164144,0,0,1.7055652
-0.20942485,0.036948644,0.21715858,-0.11808135,0.26499439,0.23895121,-0.15904558,-0.21196033,0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0,-0.39269908,0.28881262,0.28264572,0.31272059,0.30160742,0.29612913,0.30825704,0.26280257,0,0,0.29483721,0,0,0.28102327,0.30766724,0,0.28882497,1.8254009
0.23397928,-0.15584706,0.13848026,0.14589832,-0.21420468,0.12705899,-0.1741764,-0.046697824,0,0.39269908,0,-0.39269908,0,0,0,0,0.26771496,0.28921749,0.30405315,0.30984227,0.2861821,0.30272113,0.28527409,0.29505055,0,0,0.31234972,0,0,0,0.27134561,0.30673241,1.8908416
0.15899444,-0.019100114,0.055152802,0.1833158,-0.28534502,0.16157022,-0.081963076,-0.27919145,0,-0.39269908,0.39269908,0.39269908,0,-0.39269908,0,0,0,0,0.3107471,0,0.31779029,0.30980023,0.30107954,0.28695851,0.28231155,0,0,0.30027371,0,0.31042667,0.28846954,0,1.5332764
0.0080661948,-0.14826586,0.0069322303,0.27106615,-0.12896034,0.26252142,0.1447384,-0.2309819,0.39269908,0,-0.39269908,0,0,0.39269908,0,0,0.28517909,0.28715447,0.31702532,0.29822392,0.31594061,0,0.30954402,0,0.29533266,0,0.28612554,0,0,0,0,0,1.8049491
-0.026723918,0.098861202,0.2860303,0.046172307,0.044572319,0.17127667,-0.30857343,-0.052418702,0,0,0,0.39269908,0.39269908,0.39269908,0,-0.39269908,0,0.27631839,0.30498443,0.30956568,0.27036342,0,0.28592974,0.28989825,0,0.30010678,0.27326548,0.31452749,0,0.31191825,0,0,1.5792525
0.082117409,-0.26852351,0.13734718,-0.04821291,0.21652614,-0.066148777,-0.26700786,-0.15008245,0.39269908,0,-0.39269908,-0.39269908,0,0.39269908,0.39269908,0.39269908,0.31284727,0.30369845,0.30756181,0,0.30944091,0.2773813,0.29544122,0.29430361,0.28123493,0,0.32022421,0.29525246,0,0,0,0,2.6360899
-0.059751523,-0.1908358,0.18888877,-0.23991337,-0.30405939,-0.21152494,-0.073445962,0.23963275,0,-0.39269908,0,0,0.39269908,0,-0.39269908,0.39269908,0.30998691,0.31649956,0.29618351,0.30715254,0,0.30212268,0.30798331,0,0,0,0.29101209,0,0.29596203,0,0.27621442,0.30682476,1.6518805
0.16382141,0.054677575,-0.26401,-0.030689153,0.056924606,-0.19727586,0.021439784,0.31192786,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0.26460628,0.31668304,0,0.28317864,0.29075312,0,0.29671314,0.30498918,0,0,0,0.30677295,0,0,0,0,1.3542418
0.17359731,-0.26121571,-0.19084398,0.051332866,0.070131832,-0.019856944,-0.098515756,-0.13497853,0.39269908,0,0,0,0,-0.39269908,0.39269908,0,0.31679186,0.29018499,0.3079805,0,0.29575644,0.30126583,0.31225774,0,0,0.29690835,0,0,0,0,0,0,1.9332783
0.072097741,-0.27971946,-0.16570829,0.27678139,-0.20550451,-0.047335109,-0.10990938,0.009542776,0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0.28818578,0.32272676,0.32456935,0.29464696,0,0.31555312,0,0.28957342,0.29543089,0,0.29797814,0,0.29612851,0,0.31144021,0.33382254,2.6000439
-0.20344921,-0.061385651,-0.0096157358,-0.13380947,-0.18370907,-0.041022943,-0.20717422,0.16416746,0.39269908,0,0,0,0,0,-0.39269908,-0.39269908,0.3033066,0.29750394,0.2966459,0.28865383,0,0,0.29149091,0,0,0.30681205,0.30391291,0.28106821,0.3277284,0,0.33242223,0,2.3406587
0.19665761,0.26904826,-0.1143402,0.31062897,0.042449645,0.30965683,0.039933814,0.12341472,0.39269908,0,0.39269908,0,0.39269908,-0.39269908,-0.39269908,0,0.3214878,0,0.30288408,0.28507567,0,0,0.29695062,0,0.32153957,0,0.2892859,0.29469865,0.29746933,0,0.28441142,0,1.7993551
0.16246072,-0.19496147,-0.036268796,-0.10068398,-0.13378464,0.23355648,0.27783307,-0.12297355,-0.39269908,-0.39269908,-0.39269908,0,0.39269908,0,-0.39269908,-0.39269908,0.29916632,0,0.33365527,0.28783899,0.3169719,0.27941473,0,0.31472849,0,0.27515938,0,0.30459667,0.28424354,0,0,0,1.8309348
-0.29226109,0.16211713,0.31337868,-0.23875729,0.27671116,-0.12937085,0.2746324,0.1187562,-0.39269908,0,0.39269908,-0.39269908,-0.39269908,0,0,-0.39269908,0.32712171,0.27829921,0,0.32105358,0.31444063,0,0.32886179,0.28852139,0,0,0.30950452,0.31840672,0,0.30303013,0.304173,0,1.3793644
